filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,rms_std,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,asr,oenv_mean,oenv_var,oenv_std,flatness_mean,flatness_var,flatness_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
067829.mp3,30.00275,0.33859915,0.086973034,0.1436086,0.002379128,0.048776306,1767.774313788101,230798.8685918933,1910.429821928075,131223.7734949331,3943.813299573561,1478851.9988832893,1216.0805889756193,0.10085454424307036,0.001605122873521141,0.00020725004,0.0129021825,0.00075732433,0.005753837,117.1875,0.5223880597014925,1.4847755,2.6770291,1.6361629,0.01836601,0.00042365972,0.020582996,-83.525345,89.05511,4.8937974,18.71168,-1.994683,-0.10388828,-2.3880138,3.325199,1.5250794,7.8201075,3.4201858,1.0311422,-2.4688745,-3.7725005,-5.429442,0.73480946,-6.5234294,0.5154248,-5.848038,-3.5420861,FMA POP
081623.mp3,30.00275,0.27688363,0.09641145,0.20610403,0.0026527478,0.05150483,1065.6837537265737,274225.05241752753,1517.3884198233957,167768.32714333263,2227.895122601279,2174910.536508727,1474.7577890991886,0.040085391957622604,0.0004945295846886981,-5.174232e-07,0.034780324,1.0941408e-05,0.004510633,117.1875,0.5170575692963753,2.8658814,18.701635,4.3245387,0.0046919314,0.000117488096,0.010839192,-175.05475,98.081154,20.719358,31.44371,21.274033,27.702291,7.588549,15.9549,6.0531073,9.644893,6.411212,9.407896,2.1590781,2.3366623,-5.2585936,-5.5076303,-7.1014614,0.3335078,-12.534074,-3.1772435,FMA POP
137211.mp3,29.976625,0.25176102,0.08517788,0.1621661,0.001943415,0.04408418,898.727474788669,141322.72217330395,1117.996793295438,125736.24714118199,1777.8898745997865,977350.0079789531,988.6101395286987,0.049906304195570975,0.00037017230375763617,2.314279e-06,0.019107532,5.0860617e-06,0.0040693902,104.16666666666667,0.4887940234791889,1.41635,2.5832877,1.607261,0.0016434916,7.257368e-06,0.0026939502,-161.98679,149.47952,-7.4970684,33.79064,-5.1433816,4.485783,-6.6437883,-1.0730321,-10.285872,-10.8574095,-5.3575025,-6.0947976,-9.622073,-4.7036333,-8.690171,-9.743257,-8.421141,0.15078211,1.4567621,-8.898085,FMA POP
016879.mp3,29.976625,0.3667625,0.100934885,0.22900318,0.015075143,0.122780874,1508.2704465758268,350178.9154526537,1820.105903073188,126032.15563942195,3365.753401814301,2171607.6977313906,1473.6375733983546,0.07427242445971184,0.0019452736440551627,-6.4384985e-05,0.023169732,0.0013524144,0.03050074,81.52173913043478,0.5570971184631803,2.2055752,12.84427,3.5838902,0.01818825,0.0006711806,0.025907153,-85.194466,96.17416,19.528036,19.683933,6.518293,10.156052,-7.7982903,0.52139574,-1.1877232,5.0311437,0.73801094,6.0575643,-0.43522972,3.5214257,-5.104118,0.76573944,-4.7029953,2.1720927,-2.793309,-1.2270802,FMA POP
126103.mp3,30.00275,0.41745228,0.0880226,0.3148522,0.014654458,0.121055596,2080.987067975754,485888.25816856226,2065.375823104081,83755.28190141435,4542.002598614073,1384151.119050583,1176.4995193584157,0.11686059101812367,0.006709112934968216,1.9147765e-05,0.066885106,0.00021789788,0.021822082,125.0,0.43816631130063965,1.6791363,5.531931,2.3520057,0.039728966,0.0022840057,0.047791272,-11.136751,66.76884,16.597048,28.41338,5.310138,14.447191,-1.3613247,5.830025,3.015282,3.2890277,-6.7562265,-0.77045304,-6.3319254,1.3105971,-2.1022522,4.7667704,-2.7909484,3.5711224,-4.425016,3.4823225,FMA POP
087068.mp3,29.976625,0.530335,0.073118754,0.19364695,0.0022090045,0.047000047,2272.126555214728,291761.63727407146,1814.3245133501628,50976.181629431,4300.685365528282,715519.6383942568,845.8839390804491,0.1660375116728922,0.006168063732042369,-5.506445e-07,0.0219711,3.0647814e-05,0.0073460154,125.0,0.3991462113127001,1.4208266,1.5382862,1.2402767,0.04697484,0.0028548266,0.053430576,-20.880507,47.650757,-26.386127,40.890503,1.247167,24.172018,8.7369995,18.322151,3.283789,16.126253,5.353966,7.045872,3.5895061,8.793615,-0.6144755,4.526494,-1.3888804,4.68402,1.1855808,4.4525924,FMA POP
139523.mp3,30.00275,0.23344539,0.08740546,0.08283905,0.00146014,0.038211778,1174.2932140122564,371288.1728514621,1454.0501578359342,135478.98825787145,2348.988872601279,1491397.1147607425,1221.227707989277,0.06802621934968017,0.002588625230317943,-1.6611409e-07,0.0074688103,1.432039e-06,0.00026993497,125.0,0.6140724946695096,1.234782,1.434251,1.1976022,0.0026290033,5.534842e-05,0.007439652,-237.8051,109.46747,11.719626,32.440487,6.4469314,1.5433943,-2.5387297,-11.1419735,-13.866174,-10.320138,-12.167107,-9.851332,-1.6719542,-6.3101063,-16.02276,4.3338475,-8.08862,-12.002995,-9.078362,0.5488829,FMA POP
148112.mp3,30.00275,0.3138108,0.08404348,0.118758686,0.0012438861,0.03526877,755.4311210441225,37561.41737392466,1031.0080651383257,76889.94570426058,1396.0054637526653,238843.91216697573,488.71659698333934,0.0426720332489339,0.00037668651729592776,0.011428133,0.009058728,0.002959678,0.0014484009,133.92857142857142,0.3603411513859275,0.91604334,0.2163345,0.46511772,0.00063235284,9.148791e-07,0.00095649314,-185.89209,168.6076,-3.685104,32.539898,-6.11009,8.6595335,3.0816507,4.444968,2.195085,2.2057526,-5.494936,-1.1473541,-4.462936,-0.45075387,0.21401832,2.9359603,-2.3136904,-6.9452434,-7.4946322,0.1749753,FMA POP
120329.mp3,29.976625,0.3504402,0.086107634,0.10276205,0.0016936366,0.04115382,1145.9644124522333,78498.38531003518,1431.6937222482159,65676.88430023429,2430.838113660619,530151.0854982226,728.1147474802461,0.06389866262006404,0.000552040990300425,5.669929e-06,0.007944931,2.5418605e-05,0.0018325534,125.0,0.5848452508004269,1.1558028,1.6189532,1.272381,0.0037789966,2.3923534e-05,0.004891169,-158.43973,123.29373,-1.7942402,34.369072,3.6010654,14.032372,-0.09458561,4.011858,-2.0969644,0.90518314,0.90760916,3.1868918,-2.1731966,3.4006789,-3.351747,-0.048427716,-1.5175214,5.6990914,0.9634555,4.8222733,FMA POP
007378.mp3,30.00275,0.296476,0.09852748,0.063942574,0.0020641747,0.04543319,2087.54174251137,736758.2849015456,1972.7166450441196,80732.76702741267,4342.484008528784,1654504.4055195262,1286.275400339883,0.1175706289978678,0.01044309584035393,-4.846521e-07,0.0053730714,6.3113735e-06,0.00043187506,117.1875,0.5319829424307037,1.2244035,1.7340605,1.3168373,0.028154492,0.003240904,0.05692894,-258.04874,46.32333,6.9716535,24.013935,-1.3289474,-7.54897,-15.074272,-1.7981672,-4.8758445,9.253952,-4.9699044,0.63022614,3.1002834,3.7101707,0.5466707,0.3919995,-6.7588153,1.9608583,1.7228369,3.0190732,FMA POP
010186.mp3,29.976625,0.37377778,0.09163688,0.16839312,0.0011372612,0.033723302,1573.1507337307323,367589.8597269071,1901.3223334610211,159746.34561523845,3686.0825773745996,2437578.8934361134,1561.274765515703,0.05815810098719317,0.0011001971928584794,-0.00029165982,0.015417131,-0.00079274876,0.006264161,75.0,0.6040554962646745,1.8503071,5.233953,2.2877834,0.010903281,0.00017314774,0.013158562,-119.0043,84.883156,23.223202,26.598955,9.709422,18.75702,6.033038,4.4405704,1.5097263,7.3306108,2.1107543,4.9554257,-8.728129,4.394996,-4.101514,-1.3340563,1.54361,-1.3112767,-3.23213,2.4714913,FMA POP
080402.mp3,29.976625,0.44825757,0.06752728,0.07255314,7.0701695e-05,0.00840843,1634.9313022811398,26346.03380728465,1630.646023487982,6012.818122996276,3310.098719316969,98113.8820384479,313.2313554522406,0.10296220484258271,0.00047038950671755294,4.1039716e-06,0.0037167985,8.806954e-06,0.00045745727,93.75,0.49626467449306294,0.90378135,0.07921095,0.2814444,0.02262968,0.00013321901,0.011542054,-104.63714,97.12265,-27.514925,25.277199,-2.515769,14.409705,-1.8999383,5.1590056,-6.0768404,0.008515316,-7.9042125,-1.0366336,-8.08052,-1.1304564,-9.121018,-2.7542648,-9.691239,-4.3247166,-8.6722,-1.3071041,FMA POP
003266.mp3,30.00275,0.2376617,0.10259596,0.038584076,0.00013000444,0.0114019485,1348.829761114616,429642.72137219814,1525.6976196898615,132357.94486071382,2884.5698960554373,2067190.5671302998,1437.7727800769842,0.07484862240138593,0.0022193864784259974,-3.1783708e-05,0.0013391295,-8.704569e-05,0.0001506777,72.11538461538461,0.5202558635394456,1.2469001,1.9330113,1.3903278,0.0031256373,8.86763e-05,0.009416809,-321.05002,99.44389,9.1653185,32.087963,-7.475775,14.134637,-17.481686,-5.081058,8.484476,-11.708761,7.48249,1.4363186,0.2788979,-13.899899,-12.103732,-1.4520466,-7.659594,-2.7239206,-10.166486,-2.4789808,FMA POP
012174.mp3,30.00275,0.57021904,0.056289706,0.0554919,0.00017382481,0.013184263,2784.5334688205025,212912.6508646161,2008.9002942459579,30269.23871292822,5085.571028784648,411849.2231248878,641.7547998456168,0.2530894981010128,0.006828286378704398,6.6044225e-07,0.00092979916,6.959092e-06,0.0010021923,98.6842105263158,0.5831556503198294,1.3844774,2.5449243,1.5952818,0.106353745,0.004128106,0.064250335,-119.42994,24.814453,2.1275513,51.317276,1.211648,5.1490664,0.5668775,12.160063,-1.8585687,2.079682,-2.6125972,0.3682336,-4.8524275,4.12514,-7.5485835,-1.3790107,-2.1267853,0.23721999,-9.454068,-2.1841092,FMA POP
115392.mp3,30.00275,0.482251,0.07992461,0.17612313,0.004830676,0.06950307,1953.8087857001083,505449.4081609028,1984.2124864859356,40480.42276507026,4229.602545309169,1338871.2848644236,1157.0960568874234,0.08123323810634328,0.004516652798252794,0.0001853034,0.01854972,-0.00015911213,0.008521661,85.22727272727273,0.4840085287846482,2.0445533,10.190749,3.1922953,0.059850637,0.0067204684,0.08197846,-69.55901,64.75637,4.9688163,20.514908,3.2391763,6.806056,-1.371041,6.136649,1.2652034,7.137893,0.059599366,5.125368,-1.0098442,3.7647867,-1.6865892,2.4611738,-1.8265958,3.540727,-0.25604364,5.9881864,FMA POP
114275.mp3,29.989,0.33456373,0.09277887,0.22132656,0.012260785,0.11072843,1536.9757677906812,340218.16491070023,1649.1764261329345,130539.39850311397,3229.027851812367,1722905.5046130691,1312.594950703784,0.08788906333288912,0.0023641802330274103,-1.1528211e-05,0.028896414,-3.421559e-05,0.024134161,89.28571428571429,0.5191897654584222,1.6074979,2.2505648,1.5001882,0.01103344,0.0004533612,0.02129228,-95.529785,91.909904,-0.91079396,35.330296,8.383425,21.311441,1.7435498,0.4553794,-17.142273,2.5720227,-0.80523884,-4.8130555,-8.037839,-1.8923353,-4.5310764,-0.53466535,-9.170413,-2.7791412,0.71509254,0.92812717,FMA POP
057078.mp3,30.00275,0.4111162,0.078865774,0.18935196,0.004307715,0.065633185,1219.7701138759107,45613.65883219838,1429.8490976525975,29119.5219793892,2495.1442563965884,177400.87090201234,421.1898276335889,0.07132289862073561,0.0008475588572141225,-7.0714354e-06,0.02422605,-6.569995e-06,0.005959351,110.29411764705883,0.5618336886993603,1.3072257,1.3726063,1.1715828,0.004308241,2.210993e-05,0.0047021196,-81.470924,123.066986,-20.282879,31.178839,6.8142824,13.1738405,-0.7700053,7.9105296,1.0542644,12.045124,5.271982,-0.8922238,-6.7012405,3.858937,-2.7581425,4.448062,2.3773932,2.801433,-2.811109,-0.9311941,FMA POP
126214.mp3,29.976625,0.17824452,0.079514705,0.06229354,0.0009450358,0.030741435,597.1119373931568,80505.00392185908,725.49897685779,129586.38060222458,778.0482924226254,526117.485944923,725.3395659585399,0.04911994730522946,1.519805589495205e-05,-1.5872944e-06,0.0045067407,-2.0814866e-06,0.00013453292,110.29411764705883,0.5645677694770544,1.3385181,6.806425,2.6089127,0.0004180296,3.4200118e-06,0.0018493274,-402.65692,138.63248,32.332447,8.847295,-6.9408092,-10.378005,-25.061262,-29.48683,-29.802683,-24.691755,-27.792416,-22.435734,-15.664947,-13.291662,-6.7466884,0.44007462,8.373879,13.616214,7.31726,1.5652473,FMA POP
123938.mp3,29.976625,0.35241547,0.08544286,0.2538843,0.010943423,0.104610816,1879.650366700718,139502.17010129124,1906.3993542808253,39231.93687369575,4078.8420490928497,627596.3135236962,792.2097661122943,0.0996406416755603,0.001869621540960891,4.255501e-06,0.042793393,-9.8652265e-05,0.013777652,144.23076923076923,0.6840981856990395,1.2453576,1.567419,1.2519661,0.024401063,0.00051306514,0.022650942,-9.261434,73.60193,-10.875228,16.392908,2.036201,3.230598,-8.139618,5.9785314,-0.6541929,0.18826395,-9.31354,-3.8559828,-6.1771116,3.5779579,-6.318813,-4.869897,-7.668956,0.6326879,-5.966525,-1.3928379,FMA POP
064659.mp3,29.976625,0.38283005,0.08005784,0.10895229,0.00039885202,0.01997128,1392.1128468922502,137722.24687390434,1746.4847708939653,87412.9340668356,3015.466582177161,1349988.3932060546,1161.890009082639,0.07621147945570972,0.0007372080161822587,1.664992e-07,0.0058104154,1.5158299e-06,0.0029183938,133.92857142857142,0.5208110992529349,1.3086095,1.3959051,1.1814843,0.0107209645,7.4926604e-05,0.008656016,-110.3053,113.74118,8.496535,5.218268,-0.1345461,-6.9040008,-11.653149,-7.30206,-10.999527,-12.230009,-12.432595,-7.245682,-14.092672,-6.247412,-4.974205,-2.96444,-6.3084884,-3.9601629,-12.78222,-1.6418021,FMA POP
048489.mp3,29.976625,0.28436607,0.08967789,0.20544769,0.0026762239,0.05173223,1402.7770119951622,88397.26037720822,1456.468634597802,25512.912605718404,2779.6908351120596,295034.2838986289,543.1705845299697,0.10787524179562433,0.0013520323757372716,1.22667925e-05,0.031063337,-9.034542e-05,0.00526952,144.23076923076923,0.5218783351120597,1.6973152,2.7595978,1.6612037,0.0051199133,7.8593854e-05,0.008865317,-78.631195,103.02553,-21.816778,34.189377,-0.925726,12.6378,1.5649308,11.917097,-0.05450811,6.664751,-1.4976408,2.7663171,-4.7340546,4.4202585,-2.0403025,2.971029,2.7754974,12.706906,1.6908283,0.9783478,FMA POP
108036.mp3,29.976625,0.35472476,0.08229618,0.20004113,0.004758275,0.068980254,1995.6757704031872,161019.59897154602,1983.3435036955711,49736.760484829436,4281.716915688367,585853.5133548015,765.4106828068194,0.13022361926360726,0.00217325621917059,-4.0802365e-06,0.019748662,-3.1813423e-05,0.014149831,170.45454545454547,0.5496264674493063,1.3397257,3.4520147,1.8579599,0.020333653,0.00014528424,0.012053391,-49.25026,62.474255,23.905518,56.666943,-6.0962677,-8.4456,-5.230338,0.73505557,-8.275816,-0.71975094,-10.706018,-5.0359654,-5.8881435,-4.182222,-13.775143,-4.873028,-4.137876,-2.4005783,-7.2771664,-0.59908247,FMA POP
145043.mp3,29.976625,0.43732932,0.08440899,0.3966699,0.0017764501,0.042147953,1356.4936494407598,143778.67288623363,1528.8902884559693,52508.8795018917,2797.358591248666,661215.9564409984,813.1518655460359,0.09523673042289221,0.0035895416086221188,1.3567762e-05,0.08042211,-3.107971e-06,0.028712103,104.16666666666667,0.4119530416221985,0.97461104,0.3892841,0.62392634,0.009033917,2.761086e-05,0.005254604,26.262161,118.276665,-7.477175,29.755373,-4.1521745,6.4300528,-2.6658306,7.187203,-8.604176,3.6129057,-1.1400716,-0.7766539,-3.7643259,1.1561614,-5.5237536,-0.28831163,-4.2893524,1.6898965,-7.2491593,0.43486735,FMA POP
