,wall_time,step,value,log_dir,tag,dataset,resolution,model_step,sampler,inference_time,vae,fad_model,reference_dataset
81,1716267835.6139278,0,132.9014892578125,../hpc_tensorboard/models/ssd_64_64/model_step_40000/samples/sch_ddim_nisteps_100,fad_encodec-emb-48k_ref_musiccaps_gen_None,ssd,"64,64",40000,ddim,0.0743,False,encodec-emb-48k,musiccaps
82,1716267838.1504412,0,421.56744384765625,../hpc_tensorboard/models/ssd_64_64/model_step_40000/samples/sch_ddim_nisteps_100,fad_encodec-emb_ref_musiccaps_gen_None,ssd,"64,64",40000,ddim,0.0743,False,encodec-emb,musiccaps
83,1716267841.2905707,0,48.50075149536133,../hpc_tensorboard/models/ssd_64_64/model_step_40000/samples/sch_ddim_nisteps_100,fad_MERT-v1-95M_ref_musiccaps_gen_None,ssd,"64,64",40000,ddim,0.0743,False,MERT-v1-95M,musiccaps
84,1716266052.924708,0,0.5899614095687866,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_clap-laion-audio_ref_spotify_sleep_dataset_gen_None,ssd,"256,256",40000,ddpm,3.784,False,clap-laion-audio,spotify_sleep_dataset
85,1716266108.625991,0,0.5942221879959106,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_clap-laion-music_ref_spotify_sleep_dataset_gen_None,ssd,"256,256",40000,ddpm,3.784,False,clap-laion-music,spotify_sleep_dataset
86,1716266116.905505,0,6.104685306549072,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_vggish_ref_spotify_sleep_dataset_gen_None,ssd,"256,256",40000,ddpm,3.784,False,vggish,spotify_sleep_dataset
87,1716266181.9356916,0,23.567800521850586,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_encodec-emb-48k_ref_spotify_sleep_dataset_gen_None,ssd,"256,256",40000,ddpm,3.784,False,encodec-emb-48k,spotify_sleep_dataset
88,1716266244.0013716,0,130.4004669189453,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_encodec-emb_ref_spotify_sleep_dataset_gen_None,ssd,"256,256",40000,ddpm,3.784,False,encodec-emb,spotify_sleep_dataset
89,1716266488.3906794,0,31.088361740112305,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_MERT-v1-95M_ref_spotify_sleep_dataset_gen_None,ssd,"256,256",40000,ddpm,3.784,False,MERT-v1-95M,spotify_sleep_dataset
90,1716266491.3577259,0,0.7559857368469238,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_clap-laion-audio_ref_fma_pop_gen_None,ssd,"256,256",40000,ddpm,3.784,False,clap-laion-audio,fma_pop
91,1716266494.32508,0,0.8462550044059753,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_clap-laion-music_ref_fma_pop_gen_None,ssd,"256,256",40000,ddpm,3.784,False,clap-laion-music,fma_pop
92,1716266496.9113266,0,11.860357284545898,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_vggish_ref_fma_pop_gen_None,ssd,"256,256",40000,ddpm,3.784,False,vggish,fma_pop
93,1716266509.9276419,0,106.0681381225586,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_encodec-emb-48k_ref_fma_pop_gen_None,ssd,"256,256",40000,ddpm,3.784,False,encodec-emb-48k,fma_pop
94,1716266512.489686,0,382.189697265625,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_encodec-emb_ref_fma_pop_gen_None,ssd,"256,256",40000,ddpm,3.784,False,encodec-emb,fma_pop
95,1716266515.8500872,0,31.545135498046875,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_MERT-v1-95M_ref_fma_pop_gen_None,ssd,"256,256",40000,ddpm,3.784,False,MERT-v1-95M,fma_pop
96,1716266518.6966577,0,0.7172180414199829,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_clap-laion-audio_ref_musiccaps_gen_None,ssd,"256,256",40000,ddpm,3.784,False,clap-laion-audio,musiccaps
97,1716266521.5645063,0,0.8187925219535828,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_clap-laion-music_ref_musiccaps_gen_None,ssd,"256,256",40000,ddpm,3.784,False,clap-laion-music,musiccaps
98,1716266524.049904,0,15.814581871032715,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_vggish_ref_musiccaps_gen_None,ssd,"256,256",40000,ddpm,3.784,False,vggish,musiccaps
99,1716266535.4814384,0,74.6652603149414,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_encodec-emb-48k_ref_musiccaps_gen_None,ssd,"256,256",40000,ddpm,3.784,False,encodec-emb-48k,musiccaps
100,1716266537.9462411,0,271.0627746582031,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_encodec-emb_ref_musiccaps_gen_None,ssd,"256,256",40000,ddpm,3.784,False,encodec-emb,musiccaps
101,1716266541.1707137,0,27.36212730407715,../hpc_tensorboard/models/ssd_256_256/model_step_40000/samples/sch_ddpm_nisteps_1000,fad_MERT-v1-95M_ref_musiccaps_gen_None,ssd,"256,256",40000,ddpm,3.784,False,MERT-v1-95M,musiccaps
