,wall_time,step,value,dataset,resolution,model_step,sampler,fad_model,reference_dataset
269,1716253036.9663856,0,1.234060525894165,ds,"256,256",1000,ddim,clap-laion-audio,musiccaps
270,1716253039.6141012,0,1.1469169855117798,ds,"256,256",1000,ddim,clap-laion-music,musiccaps
271,1716253041.9045534,0,24.523754119873047,ds,"256,256",1000,ddim,vggish,musiccaps
272,1716253053.3142054,0,129.63804626464844,ds,"256,256",1000,ddim,encodec-emb-48k,musiccaps
273,1716253055.6385276,0,862.6011962890625,ds,"256,256",1000,ddim,encodec-emb,musiccaps
274,1716253058.7556252,0,31.58477020263672,ds,"256,256",1000,ddim,MERT-v1-95M,musiccaps
275,1716252728.9048324,0,0.42204588651657104,ds,"256,256",10000,ddpm,clap-laion-audio,drum_samples
276,1716252793.7832975,0,0.5245684385299683,ds,"256,256",10000,ddpm,clap-laion-music,drum_samples
277,1716252822.6385162,0,8.809419631958008,ds,"256,256",10000,ddpm,vggish,drum_samples
278,1716252876.789461,0,13.889817237854004,ds,"256,256",10000,ddpm,encodec-emb-48k,drum_samples
279,1716252902.5907087,0,51.6352424621582,ds,"256,256",10000,ddpm,encodec-emb,drum_samples
280,1716252940.6707146,0,20.587251663208008,ds,"256,256",10000,ddpm,MERT-v1-95M,drum_samples
281,1716252943.5740683,0,1.1999146938323975,ds,"256,256",10000,ddpm,clap-laion-audio,fma_pop
282,1716252946.925409,0,1.1199997663497925,ds,"256,256",10000,ddpm,clap-laion-music,fma_pop
283,1716252949.4617496,0,16.157690048217773,ds,"256,256",10000,ddpm,vggish,fma_pop
284,1716252963.749444,0,112.6729507446289,ds,"256,256",10000,ddpm,encodec-emb-48k,fma_pop
285,1716252970.8196752,0,728.9803466796875,ds,"256,256",10000,ddpm,encodec-emb,fma_pop
286,1716252974.1250122,0,44.50444030761719,ds,"256,256",10000,ddpm,MERT-v1-95M,fma_pop
287,1716252976.881379,0,1.1496899127960205,ds,"256,256",10000,ddpm,clap-laion-audio,musiccaps
288,1716252979.9640584,0,1.0706429481506348,ds,"256,256",10000,ddpm,clap-laion-music,musiccaps
289,1716252982.3857205,0,21.126585006713867,ds,"256,256",10000,ddpm,vggish,musiccaps
290,1716252995.0626957,0,81.17361450195312,ds,"256,256",10000,ddpm,encodec-emb-48k,musiccaps
291,1716253002.5087202,0,572.3084716796875,ds,"256,256",10000,ddpm,encodec-emb,musiccaps
292,1716253005.726764,0,39.475887298583984,ds,"256,256",10000,ddpm,MERT-v1-95M,musiccaps
293,1716241814.6859407,0,0.42710965871810913,ds,"256,256",10000,ddim,clap-laion-audio,drum_samples
294,1716252663.3023958,0,0.42707017064094543,ds,"256,256",10000,ddim,clap-laion-audio,drum_samples
295,1716242062.605255,0,0.5178965330123901,ds,"256,256",10000,ddim,clap-laion-music,drum_samples
296,1716252669.066197,0,0.5178892016410828,ds,"256,256",10000,ddim,clap-laion-music,drum_samples
298,1716252698.2632194,0,13.074429512023926,ds,"256,256",10000,ddim,encodec-emb-48k,drum_samples
300,1716252705.41222,0,51.34072494506836,ds,"256,256",10000,ddim,encodec-emb,drum_samples
301,1716242429.535617,0,18.897855758666992,ds,"256,256",10000,ddim,MERT-v1-95M,drum_samples
302,1716252710.026495,0,18.897855758666992,ds,"256,256",10000,ddim,MERT-v1-95M,drum_samples
303,1716242556.1631188,0,1.17771577835083,ds,"256,256",10000,ddim,clap-laion-audio,musiccaps
304,1716252878.180259,0,1.17771577835083,ds,"256,256",10000,ddim,clap-laion-audio,musiccaps
305,1716242588.5516748,0,1.0826268196105957,ds,"256,256",10000,ddim,clap-laion-music,musiccaps
306,1716252882.445886,0,1.0826268196105957,ds,"256,256",10000,ddim,clap-laion-music,musiccaps
307,1716242641.4697025,0,20.76883888244629,ds,"256,256",10000,ddim,vggish,musiccaps
308,1716252885.8887346,0,20.76883888244629,ds,"256,256",10000,ddim,vggish,musiccaps
309,1716242660.1149971,0,85.3433609008789,ds,"256,256",10000,ddim,encodec-emb-48k,musiccaps
310,1716252908.213408,0,85.3433609008789,ds,"256,256",10000,ddim,encodec-emb-48k,musiccaps
311,1716242668.6068823,0,612.1204223632812,ds,"256,256",10000,ddim,encodec-emb,musiccaps
312,1716252912.5512583,0,612.1204223632812,ds,"256,256",10000,ddim,encodec-emb,musiccaps
313,1716242742.7841141,0,42.43541717529297,ds,"256,256",10000,ddim,MERT-v1-95M,musiccaps
314,1716252917.4489937,0,42.43541717529297,ds,"256,256",10000,ddim,MERT-v1-95M,musiccaps
315,1716252672.2898128,0,7.282437324523926,ds,"256,256",10000,ddim,vggish,drum_samples
316,1716252735.546607,0,1.2296360731124878,ds,"256,256",10000,ddim,clap-laion-audio,fma_pop
317,1716252764.9623969,0,1.1319636106491089,ds,"256,256",10000,ddim,clap-laion-music,fma_pop
318,1716252772.2834158,0,15.59322738647461,ds,"256,256",10000,ddim,vggish,fma_pop
319,1716252803.5275946,0,117.24906158447266,ds,"256,256",10000,ddim,encodec-emb-48k,fma_pop
320,1716252815.2053044,0,772.1007080078125,ds,"256,256",10000,ddim,encodec-emb,fma_pop
321,1716252874.1331775,0,47.1063232421875,ds,"256,256",10000,ddim,MERT-v1-95M,fma_pop
322,1716264573.1459804,0,0.6740818619728088,ds,"256,256",500,ddpm,clap-laion-audio,drum_samples
323,1716264609.199596,0,0.8031306266784668,ds,"256,256",500,ddpm,clap-laion-music,drum_samples
324,1716264630.212607,0,9.37279224395752,ds,"256,256",500,ddpm,vggish,drum_samples
325,1716264674.8792238,0,31.009708404541016,ds,"256,256",500,ddpm,encodec-emb-48k,drum_samples
326,1716264696.985353,0,128.8111114501953,ds,"256,256",500,ddpm,encodec-emb,drum_samples
327,1716264723.2965343,0,52.6431999206543,ds,"256,256",500,ddpm,MERT-v1-95M,drum_samples
328,1716264726.240704,0,1.3410388231277466,ds,"256,256",500,ddpm,clap-laion-audio,fma_pop
329,1716264729.0749352,0,1.3167259693145752,ds,"256,256",500,ddpm,clap-laion-music,fma_pop
330,1716264731.5540237,0,19.108287811279297,ds,"256,256",500,ddpm,vggish,fma_pop
331,1716264742.2925801,0,178.3177032470703,ds,"256,256",500,ddpm,encodec-emb-48k,fma_pop
332,1716264744.6939976,0,1082.275146484375,ds,"256,256",500,ddpm,encodec-emb,fma_pop
333,1716264747.8963277,0,37.91151428222656,ds,"256,256",500,ddpm,MERT-v1-95M,fma_pop
334,1716264750.55819,0,1.285054087638855,ds,"256,256",500,ddpm,clap-laion-audio,musiccaps
335,1716264753.2214122,0,1.2118510007858276,ds,"256,256",500,ddpm,clap-laion-music,musiccaps
336,1716264755.6228826,0,24.406490325927734,ds,"256,256",500,ddpm,vggish,musiccaps
337,1716264766.0394611,0,139.4637451171875,ds,"256,256",500,ddpm,encodec-emb-48k,musiccaps
338,1716264768.346767,0,906.53466796875,ds,"256,256",500,ddpm,encodec-emb,musiccaps
339,1716264771.7136188,0,34.39674377441406,ds,"256,256",500,ddpm,MERT-v1-95M,musiccaps
340,1716263242.7910333,0,0.6768515706062317,ds,"256,256",500,ddim,clap-laion-audio,drum_samples
341,1716263316.1857595,0,0.7812745571136475,ds,"256,256",500,ddim,clap-laion-music,drum_samples
342,1716263347.421596,0,9.51254653930664,ds,"256,256",500,ddim,vggish,drum_samples
343,1716263441.3727908,0,31.52000617980957,ds,"256,256",500,ddim,encodec-emb-48k,drum_samples
344,1716263472.5522861,0,131.9824981689453,ds,"256,256",500,ddim,encodec-emb,drum_samples
345,1716263510.6538727,0,53.58633041381836,ds,"256,256",500,ddim,MERT-v1-95M,drum_samples
346,1716263513.4544356,0,1.3378310203552246,ds,"256,256",500,ddim,clap-laion-audio,fma_pop
347,1716263516.2667987,0,1.318040132522583,ds,"256,256",500,ddim,clap-laion-music,fma_pop
348,1716263518.7227387,0,19.186155319213867,ds,"256,256",500,ddim,vggish,fma_pop
349,1716263530.1355014,0,179.66207885742188,ds,"256,256",500,ddim,encodec-emb-48k,fma_pop
350,1716263532.5263152,0,1083.9559326171875,ds,"256,256",500,ddim,encodec-emb,fma_pop
351,1716263535.765398,0,38.09645080566406,ds,"256,256",500,ddim,MERT-v1-95M,fma_pop
352,1716263538.4944499,0,1.2821977138519287,ds,"256,256",500,ddim,clap-laion-audio,musiccaps
353,1716263554.3629935,0,1.2201651334762573,ds,"256,256",500,ddim,clap-laion-music,musiccaps
354,1716263614.2160394,0,24.39325523376465,ds,"256,256",500,ddim,vggish,musiccaps
355,1716263731.2309265,0,140.70663452148438,ds,"256,256",500,ddim,encodec-emb-48k,musiccaps
356,1716263797.9643092,0,908.714599609375,ds,"256,256",500,ddim,encodec-emb,musiccaps
357,1716263858.5714781,0,34.87955093383789,ds,"256,256",500,ddim,MERT-v1-95M,musiccaps
358,1716263226.9064229,0,0.44419288635253906,ds,"256,256",5000,ddpm,clap-laion-audio,drum_samples
359,1716263294.1248283,0,0.5581470131874084,ds,"256,256",5000,ddpm,clap-laion-music,drum_samples
360,1716263323.3846672,0,8.47315502166748,ds,"256,256",5000,ddpm,vggish,drum_samples
361,1716263381.465004,0,18.536548614501953,ds,"256,256",5000,ddpm,encodec-emb-48k,drum_samples
362,1716263406.1992288,0,60.50849151611328,ds,"256,256",5000,ddpm,encodec-emb,drum_samples
363,1716263443.2495778,0,27.718263626098633,ds,"256,256",5000,ddpm,MERT-v1-95M,drum_samples
364,1716263447.5381017,0,1.2277261018753052,ds,"256,256",5000,ddpm,clap-laion-audio,fma_pop
365,1716263451.8411658,0,1.1495251655578613,ds,"256,256",5000,ddpm,clap-laion-music,fma_pop
366,1716263455.737781,0,16.518978118896484,ds,"256,256",5000,ddpm,vggish,fma_pop
367,1716263477.808844,0,135.2637939453125,ds,"256,256",5000,ddpm,encodec-emb-48k,fma_pop
368,1716263482.2521403,0,842.4862060546875,ds,"256,256",5000,ddpm,encodec-emb,fma_pop
369,1716263487.194104,0,38.5883674621582,ds,"256,256",5000,ddpm,MERT-v1-95M,fma_pop
370,1716263493.9954143,0,1.1758865118026733,ds,"256,256",5000,ddpm,clap-laion-audio,musiccaps
371,1716263554.4213462,0,1.099027156829834,ds,"256,256",5000,ddpm,clap-laion-music,musiccaps
372,1716263614.2736113,0,21.78571319580078,ds,"256,256",5000,ddpm,vggish,musiccaps
373,1716263731.1736028,0,100.52242279052734,ds,"256,256",5000,ddpm,encodec-emb-48k,musiccaps
374,1716263797.9058623,0,677.3826293945312,ds,"256,256",5000,ddpm,encodec-emb,musiccaps
375,1716263858.7372918,0,33.63173294067383,ds,"256,256",5000,ddpm,MERT-v1-95M,musiccaps
376,1716263262.6481183,0,0.44955211877822876,ds,"256,256",5000,ddim,clap-laion-audio,drum_samples
377,1716263345.88694,0,0.5411882400512695,ds,"256,256",5000,ddim,clap-laion-music,drum_samples
378,1716263393.4163642,0,6.957516193389893,ds,"256,256",5000,ddim,vggish,drum_samples
379,1716263503.1917894,0,18.85543441772461,ds,"256,256",5000,ddim,encodec-emb-48k,drum_samples
380,1716263543.4301436,0,64.96839904785156,ds,"256,256",5000,ddim,encodec-emb,drum_samples
381,1716263590.554778,0,26.032630920410156,ds,"256,256",5000,ddim,MERT-v1-95M,drum_samples
382,1716263593.4923131,0,1.2457423210144043,ds,"256,256",5000,ddim,clap-laion-audio,fma_pop
383,1716263596.4518144,0,1.1532585620880127,ds,"256,256",5000,ddim,clap-laion-music,fma_pop
384,1716263599.0150673,0,16.035064697265625,ds,"256,256",5000,ddim,vggish,fma_pop
385,1716263611.610625,0,140.08396911621094,ds,"256,256",5000,ddim,encodec-emb-48k,fma_pop
386,1716263614.3670921,0,881.3917236328125,ds,"256,256",5000,ddim,encodec-emb,fma_pop
387,1716263617.840269,0,39.73236083984375,ds,"256,256",5000,ddim,MERT-v1-95M,fma_pop
388,1716263620.746,0,1.1923221349716187,ds,"256,256",5000,ddim,clap-laion-audio,musiccaps
389,1716263623.7163804,0,1.1084924936294556,ds,"256,256",5000,ddim,clap-laion-music,musiccaps
390,1716263626.326825,0,21.57061195373535,ds,"256,256",5000,ddim,vggish,musiccaps
391,1716263731.2930748,0,104.90116882324219,ds,"256,256",5000,ddim,encodec-emb-48k,musiccaps
392,1716263797.9988189,0,713.6799926757812,ds,"256,256",5000,ddim,encodec-emb,musiccaps
393,1716263858.7897758,0,35.1723747253418,ds,"256,256",5000,ddim,MERT-v1-95M,musiccaps
394,1716263240.2423477,0,0.36091387271881104,ds,"256,256",40000,ddpm,clap-laion-audio,drum_samples
395,1716263318.5230072,0,0.4030906856060028,ds,"256,256",40000,ddpm,clap-laion-music,drum_samples
396,1716263364.6163714,0,12.856788635253906,ds,"256,256",40000,ddpm,vggish,drum_samples
397,1716263431.1794791,0,18.36493682861328,ds,"256,256",40000,ddpm,encodec-emb-48k,drum_samples
398,1716263457.2536273,0,55.572940826416016,ds,"256,256",40000,ddpm,encodec-emb,drum_samples
399,1716263505.7357528,0,23.358060836791992,ds,"256,256",40000,ddpm,MERT-v1-95M,drum_samples
400,1716263510.5680988,0,1.1981233358383179,ds,"256,256",40000,ddpm,clap-laion-audio,fma_pop
401,1716263515.1763768,0,1.1193255186080933,ds,"256,256",40000,ddpm,clap-laion-music,fma_pop
402,1716263519.3660922,0,18.945674896240234,ds,"256,256",40000,ddpm,vggish,fma_pop
403,1716263551.3434923,0,125.13380432128906,ds,"256,256",40000,ddpm,encodec-emb-48k,fma_pop
404,1716263555.6134157,0,788.65380859375,ds,"256,256",40000,ddpm,encodec-emb,fma_pop
405,1716263560.8967392,0,49.23992919921875,ds,"256,256",40000,ddpm,MERT-v1-95M,fma_pop
406,1716263564.880253,0,1.1595768928527832,ds,"256,256",40000,ddpm,clap-laion-audio,musiccaps
407,1716263585.79037,0,1.0998916625976562,ds,"256,256",40000,ddpm,clap-laion-music,musiccaps
408,1716263614.309658,0,23.170677185058594,ds,"256,256",40000,ddpm,vggish,musiccaps
409,1716263731.184378,0,91.6995849609375,ds,"256,256",40000,ddpm,encodec-emb-48k,musiccaps
410,1716263797.917675,0,627.0301513671875,ds,"256,256",40000,ddpm,encodec-emb,musiccaps
411,1716263858.8226004,0,44.36154556274414,ds,"256,256",40000,ddpm,MERT-v1-95M,musiccaps
412,1716263264.0125613,0,0.3600829541683197,ds,"256,256",40000,ddim,clap-laion-audio,drum_samples
413,1716263346.3619864,0,0.41152796149253845,ds,"256,256",40000,ddim,clap-laion-music,drum_samples
414,1716263392.5106053,0,10.27550220489502,ds,"256,256",40000,ddim,vggish,drum_samples
415,1716263502.752248,0,17.34077262878418,ds,"256,256",40000,ddim,encodec-emb-48k,drum_samples
416,1716263542.1480398,0,55.61248779296875,ds,"256,256",40000,ddim,encodec-emb,drum_samples
417,1716263588.838319,0,21.397125244140625,ds,"256,256",40000,ddim,MERT-v1-95M,drum_samples
418,1716263591.7445776,0,1.209035038948059,ds,"256,256",40000,ddim,clap-laion-audio,fma_pop
419,1716263594.7059655,0,1.1318256855010986,ds,"256,256",40000,ddim,clap-laion-music,fma_pop
420,1716263597.2876616,0,17.15388298034668,ds,"256,256",40000,ddim,vggish,fma_pop
421,1716263609.5553734,0,128.83811950683594,ds,"256,256",40000,ddim,encodec-emb-48k,fma_pop
422,1716263612.2274344,0,819.7550048828125,ds,"256,256",40000,ddim,encodec-emb,fma_pop
423,1716263615.6991413,0,50.7615852355957,ds,"256,256",40000,ddim,MERT-v1-95M,fma_pop
424,1716263618.629902,0,1.1678893566131592,ds,"256,256",40000,ddim,clap-laion-audio,musiccaps
425,1716263621.6410213,0,1.11226487159729,ds,"256,256",40000,ddim,clap-laion-music,musiccaps
426,1716263624.2569346,0,21.70646858215332,ds,"256,256",40000,ddim,vggish,musiccaps
427,1716263731.2624824,0,95.1391830444336,ds,"256,256",40000,ddim,encodec-emb-48k,musiccaps
428,1716263798.030962,0,656.4019775390625,ds,"256,256",40000,ddim,encodec-emb,musiccaps
429,1716263858.5752833,0,46.19844055175781,ds,"256,256",40000,ddim,MERT-v1-95M,musiccaps
430,1716262454.672078,0,0.9531201720237732,ds,"256,256",100,ddpm,clap-laion-audio,drum_samples
431,1716262533.6064885,0,0.9536586403846741,ds,"256,256",100,ddpm,clap-laion-music,drum_samples
432,1716262584.1450946,0,15.107023239135742,ds,"256,256",100,ddpm,vggish,drum_samples
433,1716262679.7068338,0,41.651763916015625,ds,"256,256",100,ddpm,encodec-emb-48k,drum_samples
434,1716262722.5708394,0,146.2070770263672,ds,"256,256",100,ddpm,encodec-emb,drum_samples
435,1716262782.2898972,0,68.94007110595703,ds,"256,256",100,ddpm,MERT-v1-95M,drum_samples
436,1716262886.041887,0,1.430117130279541,ds,"256,256",100,ddpm,clap-laion-audio,fma_pop
437,1716262982.2014956,0,1.400971531867981,ds,"256,256",100,ddpm,clap-laion-music,fma_pop
438,1716263070.848235,0,25.7847900390625,ds,"256,256",100,ddpm,vggish,fma_pop
439,1716263252.715171,0,193.62326049804688,ds,"256,256",100,ddpm,encodec-emb-48k,fma_pop
440,1716263349.0495005,0,998.3462524414062,ds,"256,256",100,ddpm,encodec-emb,fma_pop
441,1716263441.731482,0,48.6549186706543,ds,"256,256",100,ddpm,MERT-v1-95M,fma_pop
442,1716263494.0016592,0,1.3753794431686401,ds,"256,256",100,ddpm,clap-laion-audio,musiccaps
443,1716263554.368566,0,1.2868245840072632,ds,"256,256",100,ddpm,clap-laion-music,musiccaps
444,1716263614.4917088,0,30.905624389648438,ds,"256,256",100,ddpm,vggish,musiccaps
445,1716263731.2189903,0,153.37710571289062,ds,"256,256",100,ddpm,encodec-emb-48k,musiccaps
446,1716263798.2628756,0,834.9780883789062,ds,"256,256",100,ddpm,encodec-emb,musiccaps
447,1716263858.825996,0,43.996849060058594,ds,"256,256",100,ddpm,MERT-v1-95M,musiccaps
448,1716254300.6967137,0,0.9558359980583191,ds,"256,256",100,ddim,clap-laion-audio,drum_samples
449,1716254358.2621322,0,0.9516594409942627,ds,"256,256",100,ddim,clap-laion-music,drum_samples
450,1716254384.3807824,0,14.988154411315918,ds,"256,256",100,ddim,vggish,drum_samples
451,1716254478.6506667,0,40.934715270996094,ds,"256,256",100,ddim,encodec-emb-48k,drum_samples
452,1716254509.1442866,0,142.56219482421875,ds,"256,256",100,ddim,encodec-emb,drum_samples
453,1716254546.3732772,0,68.53620147705078,ds,"256,256",100,ddim,MERT-v1-95M,drum_samples
454,1716254549.0746934,0,1.4319132566452026,ds,"256,256",100,ddim,clap-laion-audio,fma_pop
455,1716254551.7332177,0,1.3981289863586426,ds,"256,256",100,ddim,clap-laion-music,fma_pop
456,1716254554.0484977,0,25.61330795288086,ds,"256,256",100,ddim,vggish,fma_pop
457,1716254565.6356773,0,192.55484008789062,ds,"256,256",100,ddim,encodec-emb-48k,fma_pop
458,1716254567.934149,0,991.742431640625,ds,"256,256",100,ddim,encodec-emb,fma_pop
459,1716254571.2453392,0,48.8347053527832,ds,"256,256",100,ddim,MERT-v1-95M,fma_pop
460,1716254573.899756,0,1.3765469789505005,ds,"256,256",100,ddim,clap-laion-audio,musiccaps
461,1716254576.4664373,0,1.2850980758666992,ds,"256,256",100,ddim,clap-laion-music,musiccaps
462,1716254578.7193837,0,30.790355682373047,ds,"256,256",100,ddim,vggish,musiccaps
463,1716254589.630553,0,152.4139404296875,ds,"256,256",100,ddim,encodec-emb-48k,musiccaps
464,1716254591.837695,0,828.5813598632812,ds,"256,256",100,ddim,encodec-emb,musiccaps
465,1716254594.858572,0,44.20403289794922,ds,"256,256",100,ddim,MERT-v1-95M,musiccaps
466,1716263255.4850607,0,0.5239566564559937,ds,"256,256",2500,ddim,clap-laion-audio,drum_samples
467,1716263341.9009638,0,0.6747191548347473,ds,"256,256",2500,ddim,clap-laion-music,drum_samples
468,1716263371.2658305,0,6.645410060882568,ds,"256,256",2500,ddim,vggish,drum_samples
469,1716263472.127812,0,20.831493377685547,ds,"256,256",2500,ddim,encodec-emb-48k,drum_samples
470,1716263504.4384527,0,79.41282653808594,ds,"256,256",2500,ddim,encodec-emb,drum_samples
471,1716263549.6619117,0,29.003847122192383,ds,"256,256",2500,ddim,MERT-v1-95M,drum_samples
472,1716263554.1637423,0,1.264266848564148,ds,"256,256",2500,ddim,clap-laion-audio,fma_pop
473,1716263558.481299,0,1.191431999206543,ds,"256,256",2500,ddim,clap-laion-music,fma_pop
474,1716263562.4561486,0,16.81599998474121,ds,"256,256",2500,ddim,vggish,fma_pop
475,1716263577.5401242,0,152.14402770996094,ds,"256,256",2500,ddim,encodec-emb-48k,fma_pop
476,1716263581.5162318,0,957.5664672851562,ds,"256,256",2500,ddim,encodec-emb,fma_pop
477,1716263586.3102593,0,40.03743362426758,ds,"256,256",2500,ddim,MERT-v1-95M,fma_pop
478,1716263590.0609403,0,1.205001711845398,ds,"256,256",2500,ddim,clap-laion-audio,musiccaps
479,1716263593.8909028,0,1.1073951721191406,ds,"256,256",2500,ddim,clap-laion-music,musiccaps
480,1716263614.1733983,0,22.78228759765625,ds,"256,256",2500,ddim,vggish,musiccaps
481,1716263731.134238,0,115.83052825927734,ds,"256,256",2500,ddim,encodec-emb-48k,musiccaps
482,1716263797.862109,0,785.6681518554688,ds,"256,256",2500,ddim,encodec-emb,musiccaps
483,1716263858.538289,0,35.753231048583984,ds,"256,256",2500,ddim,MERT-v1-95M,musiccaps
484,1716263233.136309,0,0.5244175791740417,ds,"256,256",2500,ddpm,clap-laion-audio,drum_samples
485,1716263293.59282,0,0.6924451589584351,ds,"256,256",2500,ddpm,clap-laion-music,drum_samples
486,1716263319.9581265,0,6.541463375091553,ds,"256,256",2500,ddpm,vggish,drum_samples
487,1716263371.3610582,0,20.644575119018555,ds,"256,256",2500,ddpm,encodec-emb-48k,drum_samples
488,1716263395.5172417,0,74.8265609741211,ds,"256,256",2500,ddpm,encodec-emb,drum_samples
489,1716263427.5486424,0,29.98252296447754,ds,"256,256",2500,ddpm,MERT-v1-95M,drum_samples
490,1716263432.0399635,0,1.262230396270752,ds,"256,256",2500,ddpm,clap-laion-audio,fma_pop
491,1716263436.3669732,0,1.193258285522461,ds,"256,256",2500,ddpm,clap-laion-music,fma_pop
492,1716263440.2661574,0,16.276418685913086,ds,"256,256",2500,ddpm,vggish,fma_pop
493,1716263454.106213,0,150.25254821777344,ds,"256,256",2500,ddpm,encodec-emb-48k,fma_pop
494,1716263457.995313,0,932.57666015625,ds,"256,256",2500,ddpm,encodec-emb,fma_pop
495,1716263462.902601,0,39.31232833862305,ds,"256,256",2500,ddpm,MERT-v1-95M,fma_pop
496,1716263494.0000336,0,1.2049882411956787,ds,"256,256",2500,ddpm,clap-laion-audio,musiccaps
497,1716263554.3522623,0,1.111630916595459,ds,"256,256",2500,ddpm,clap-laion-music,musiccaps
498,1716263614.1954336,0,22.20697021484375,ds,"256,256",2500,ddpm,vggish,musiccaps
499,1716263731.1505885,0,114.06888580322266,ds,"256,256",2500,ddpm,encodec-emb-48k,musiccaps
500,1716263797.8873928,0,762.2581176757812,ds,"256,256",2500,ddpm,encodec-emb,musiccaps
501,1716263858.7754378,0,34.72272872924805,ds,"256,256",2500,ddpm,MERT-v1-95M,musiccaps
502,1716263255.5194304,0,0.38923898339271545,ds,"256,256",20000,ddim,clap-laion-audio,drum_samples
503,1716263326.5963085,0,0.4620673656463623,ds,"256,256",20000,ddim,clap-laion-music,drum_samples
504,1716263359.5286818,0,9.990433692932129,ds,"256,256",20000,ddim,vggish,drum_samples
505,1716263444.042748,0,16.905487060546875,ds,"256,256",20000,ddim,encodec-emb-48k,drum_samples
506,1716263482.681094,0,59.93661117553711,ds,"256,256",20000,ddim,encodec-emb,drum_samples
507,1716263520.007892,0,25.072385787963867,ds,"256,256",20000,ddim,MERT-v1-95M,drum_samples
508,1716263522.8629947,0,1.2250410318374634,ds,"256,256",20000,ddim,clap-laion-audio,fma_pop
509,1716263525.7726436,0,1.1270296573638916,ds,"256,256",20000,ddim,clap-laion-music,fma_pop
510,1716263528.2653763,0,17.134714126586914,ds,"256,256",20000,ddim,vggish,fma_pop
511,1716263540.2108965,0,113.6637954711914,ds,"256,256",20000,ddim,encodec-emb-48k,fma_pop
512,1716263542.67272,0,695.3919067382812,ds,"256,256",20000,ddim,encodec-emb,fma_pop
513,1716263546.1795154,0,41.19176483154297,ds,"256,256",20000,ddim,MERT-v1-95M,fma_pop
514,1716263548.9648705,0,1.1753488779067993,ds,"256,256",20000,ddim,clap-laion-audio,musiccaps
515,1716263554.417039,0,1.089959979057312,ds,"256,256",20000,ddim,clap-laion-music,musiccaps
516,1716263614.2740293,0,21.671207427978516,ds,"256,256",20000,ddim,vggish,musiccaps
517,1716263731.2383344,0,81.84326171875,ds,"256,256",20000,ddim,encodec-emb-48k,musiccaps
518,1716263797.9775727,0,542.953125,ds,"256,256",20000,ddim,encodec-emb,musiccaps
519,1716263858.5510378,0,36.69687271118164,ds,"256,256",20000,ddim,MERT-v1-95M,musiccaps
520,1716263241.9791825,0,0.3710508346557617,ds,"256,256",20000,ddpm,clap-laion-audio,drum_samples
521,1716263306.4723103,0,0.44397997856140137,ds,"256,256",20000,ddpm,clap-laion-music,drum_samples
522,1716263338.7648454,0,12.80606746673584,ds,"256,256",20000,ddpm,vggish,drum_samples
523,1716263396.3431053,0,18.219640731811523,ds,"256,256",20000,ddpm,encodec-emb-48k,drum_samples
524,1716263421.1371963,0,65.95294189453125,ds,"256,256",20000,ddpm,encodec-emb,drum_samples
525,1716263458.033538,0,27.29842758178711,ds,"256,256",20000,ddpm,MERT-v1-95M,drum_samples
526,1716263462.308229,0,1.1920028924942017,ds,"256,256",20000,ddpm,clap-laion-audio,fma_pop
527,1716263466.526345,0,1.1086490154266357,ds,"256,256",20000,ddpm,clap-laion-music,fma_pop
528,1716263472.3387535,0,18.604114532470703,ds,"256,256",20000,ddpm,vggish,fma_pop
529,1716263494.5704417,0,107.0350341796875,ds,"256,256",20000,ddpm,encodec-emb-48k,fma_pop
530,1716263498.5699582,0,650.1655883789062,ds,"256,256",20000,ddpm,encodec-emb,fma_pop
531,1716263503.1982985,0,39.24937438964844,ds,"256,256",20000,ddpm,MERT-v1-95M,fma_pop
532,1716263511.3214881,0,1.1459693908691406,ds,"256,256",20000,ddpm,clap-laion-audio,musiccaps
533,1716263554.366342,0,1.0761103630065918,ds,"256,256",20000,ddpm,clap-laion-music,musiccaps
534,1716263614.2193298,0,22.72060775756836,ds,"256,256",20000,ddpm,vggish,musiccaps
535,1716263731.1818466,0,75.9666976928711,ds,"256,256",20000,ddpm,encodec-emb-48k,musiccaps
536,1716263797.9419217,0,501.58349609375,ds,"256,256",20000,ddpm,encodec-emb,musiccaps
537,1716263858.7119894,0,34.396602630615234,ds,"256,256",20000,ddpm,MERT-v1-95M,musiccaps
538,1716267558.9831488,0,1.054687738418579,mc,"64,64",5000,ddim,clap-laion-audio,fma_pop
539,1716267632.9914558,0,1.0447062253952026,mc,"64,64",5000,ddim,clap-laion-music,fma_pop
540,1716267713.356881,0,109.02164459228516,mc,"64,64",5000,ddim,encodec-emb-48k,fma_pop
541,1716267750.3881316,0,425.6284484863281,mc,"64,64",5000,ddim,encodec-emb,fma_pop
542,1716267799.6726303,0,47.81696701049805,mc,"64,64",5000,ddim,MERT-v1-95M,fma_pop
543,1716267803.330777,0,1.0195229053497314,mc,"64,64",5000,ddim,clap-laion-audio,musiccaps
544,1716267807.228902,0,1.013966679573059,mc,"64,64",5000,ddim,clap-laion-music,musiccaps
545,1716267834.0867813,0,77.14949035644531,mc,"64,64",5000,ddim,encodec-emb-48k,musiccaps
546,1716267837.7320304,0,308.4666748046875,mc,"64,64",5000,ddim,encodec-emb,musiccaps
547,1716267842.0718622,0,42.87290954589844,mc,"64,64",5000,ddim,MERT-v1-95M,musiccaps
548,1716267519.4777272,0,0.9822185039520264,mc,"64,64",5000,ddpm,clap-laion-audio,fma_pop
