Wall time,Step,Value
1715791905.516429,19,0.8182178139686584
1715791966.029227,108,0.04601439833641052
1715791990.7188108,173,0.04518233239650726
1715792001.027332,204,0.06010375916957855
1715792016.1245878,245,0.03434117138385773
1715792020.516201,260,0.04953714460134506
1715792062.3901927,387,0.04915596544742584
1715792066.902877,403,0.07835851609706879
1715792070.6773546,416,0.042455557733774185
1715792077.6184328,438,0.01777029037475586
1715792096.1788337,482,0.041139308363199234
1715792131.295574,511,0.032168805599212646
1715792137.0407083,534,0.03131667524576187
1715792138.9143336,541,0.01577797904610634
1715792143.8412395,557,0.05149903893470764
1715792158.304883,597,0.03368131071329117
1715792169.8319423,638,0.037938885390758514
1715792171.8259852,645,0.03090852126479149
1715792181.1669304,676,0.07272737473249435
1715792210.8998866,776,0.041869278997182846
1715792237.0765269,858,0.01662086695432663
1715792239.4186926,867,0.03349217772483826
1715792303.2885451,1005,0.019002268090844154
1715792306.2061982,1016,0.0555218905210495
1715792308.4679155,1027,0.02792501263320446
1715792332.7895877,1115,0.01832336001098156
1715792336.4747,1126,0.036521658301353455
1715792338.6863706,1133,0.012739267200231552
1715792343.6234128,1153,0.020841628313064575
1715792347.2398593,1168,0.034638985991477966
1715792348.6976354,1175,0.01757597178220749
1715792359.6374302,1219,0.05200977623462677
1715792367.3031523,1253,0.043443311005830765
1715792368.1051178,1255,0.024227380752563477
1715792371.3612316,1262,0.03604958951473236
1715792399.9555056,1369,0.026442212983965874
1715792401.9025435,1376,0.015000524930655956
1715792418.9703484,1450,0.03633939474821091
1715792421.344054,1461,0.011852188967168331
1715792429.89046,1499,0.013106195256114006
1715792433.0809896,1510,0.01794539764523506
1715792433.528517,1512,0.03816591203212738
1715792442.039187,1549,0.040440164506435394
1715792456.5191965,1612,0.036167338490486145
1715792467.1065469,1647,0.04165489599108696
1715792504.3854835,1787,0.03500853106379509
1715792521.2542005,1867,0.02012629620730877
1715792527.61193,1896,0.024045061320066452
1715792532.202965,1914,0.010752955451607704
1715792536.6629403,1937,0.011812746524810791
1715792541.10679,1957,0.022494204342365265
1715792573.8014,2088,0.013898974284529686
1715792646.687977,2343,0.07469304651021957
1715792658.6726613,2394,0.021458275616168976
1715792670.693697,2436,0.02425234392285347
1715792672.594641,2443,0.07270430773496628
1715792678.9384208,2474,0.02133900672197342
1715792679.809806,2478,0.02712167054414749
1715792718.0883837,2529,0.008462143130600452
1715792728.2688293,2586,0.05285174772143364
1715792735.2278194,2620,0.019546877592802048
1715792738.0704806,2636,0.022302735596895218
1715792746.0481827,2675,0.01756053790450096
1715792748.393725,2685,0.06483794003725052
1715792752.8472025,2703,0.053718894720077515
1715792758.198845,2731,0.04800960421562195
1715792763.1162922,2754,0.013640370219945908
1715792764.9924314,2762,0.008719831705093384
1715792768.163201,2779,0.010354606434702873
1715792773.4554307,2813,0.0627640038728714
1715792775.9844189,2826,0.026560261845588684
1715792779.2882211,2842,0.009349839761853218
1715792802.2798889,2967,0.018805593252182007
1715792817.0977888,3048,0.03275231644511223
1715792821.9911866,3075,0.026743296533823013
1715792826.4764087,3100,0.04557253047823906
1715792829.036242,3116,0.03345159441232681
1715792829.6247394,3120,0.03153003752231598
1715792842.6148305,3193,0.04824281483888626
1715792844.9842694,3204,0.024509411305189133
1715792847.225669,3218,0.019353127107024193
1715792850.9386692,3238,0.029633719474077225
1715792860.9990244,3298,0.029892822727560997
1715792863.8782196,3315,0.02486724779009819
1715792875.1653953,3386,0.039761021733284
1715792888.7630575,3460,0.02785152569413185
1715792893.4992783,3490,0.020183078944683075
1715792893.8601427,3492,0.022100836038589478
1715792895.241225,3501,0.029663141816854477
1715792904.187905,3561,0.04862862825393677
1715792908.1029334,3589,0.03245086222887039
1715792911.9643955,3615,0.023761630058288574
1715792916.1167762,3643,0.06259498000144958
1715792918.5834281,3660,0.04203145205974579
1715792919.4116118,3665,0.021026097238063812
1715792919.696993,3667,0.021544357761740685
1715792923.624585,3691,0.03748316690325737
1715792932.8082,3754,0.014373604208230972
1715792937.5560071,3791,0.03001500852406025
1715792953.2535336,3910,0.06871107220649719
1715792953.9908938,3916,0.03868846967816353
1715792958.6615021,3954,0.042699865996837616
1715792962.6070678,3987,0.01851036585867405
1715792968.2371602,4034,0.029231926426291466
1715792968.9369485,4040,0.00974002480506897
1715792971.0324585,4058,0.02570630982518196
1715792977.21663,4111,0.01743253692984581
1715792977.914656,4117,0.015174536034464836
1715792978.389528,4121,0.034168142825365067
1715792980.8329866,4142,0.012728478759527206
1715792981.2996752,4146,0.025694195181131363
1715792986.8066092,4192,0.0284478310495615
1715792993.9199874,4253,0.019307147711515427
1715793002.662234,4328,0.038890063762664795
1715793015.2331722,4435,0.015488702803850174
1715793016.864219,4449,0.023263204842805862
1715793026.421071,4531,0.017871595919132233
1715793026.8872852,4535,0.03764418885111809
1715793033.5297441,4592,0.03709733113646507
1715793035.5236595,4609,0.016376543790102005
1715793044.9696057,4690,0.027627579867839813
1715793045.2023025,4692,0.0070128049701452255
1715793054.5308456,4772,0.02202644571661949
1715793061.5282037,4832,0.056222669780254364
1715793061.7611232,4834,0.0659404993057251
1715793061.8779528,4835,0.02862543798983097
1715793062.8097453,4843,0.03056623972952366
1715793070.391578,4908,0.017824435606598854
1715793115.27113,5063,0.023980146273970604
1715793116.789706,5076,0.010128644295036793
1715793117.2555404,5080,0.01766473427414894
1715793118.187775,5088,0.010948453098535538
1715793119.701368,5101,0.031711090356111526
1715793125.652083,5152,0.05623309314250946
1715793125.8847473,5154,0.030134892091155052
1715793126.001277,5155,0.02856680005788803
1715793132.6542068,5212,0.017937496304512024
1715793133.353534,5218,0.023298107087612152
1715793134.633972,5229,0.01726226508617401
1715793138.02452,5258,0.028482474386692047
1715793138.4904726,5262,0.07334959506988525
1715793141.2858477,5286,0.025088701397180557
1715793146.1929722,5328,0.05320484936237335
1715793147.1259282,5336,0.016047872602939606
1715793150.8531225,5368,0.02179018035531044
1715793153.7781549,5393,0.032162439078092575
1715793154.8260357,5402,0.034277692437171936
1715793162.29506,5466,0.013037161901593208
1715793191.195891,5713,0.01647147908806801
1715793195.521251,5750,0.02679576724767685
1715793196.2205153,5756,0.03582841157913208
1715793197.2691667,5765,0.05226856842637062
1715793208.251794,5859,0.03648111969232559
1715793210.5808103,5879,0.026273930445313454
1715793210.9302745,5882,0.00897376798093319
1715793222.4671283,5981,0.04879865422844887
1715793225.0296545,6003,0.029837103560566902
1715793235.5274954,6093,0.04699590802192688
1715793237.6251056,6111,0.048530735075473785
1715793239.2559822,6125,0.020904000848531723
1715793240.7701762,6138,0.021766461431980133
1715793241.013249,6140,0.0572495274245739
1715793250.3546724,6220,0.011442817747592926
1715793257.4786646,6281,0.039659880101680756
1715793259.6933877,6300,0.018413368612527847
1715793263.4276068,6332,0.02240896224975586
1715793263.5440965,6333,0.05135750770568848
1715793265.1758614,6347,0.06459187716245651
1715793281.510847,6487,0.03512510657310486
1715793282.3264203,6494,0.052252501249313354
1715793285.6041806,6522,0.03622986376285553
1715793286.654132,6531,0.0203243475407362
1715793287.7029731,6540,0.02393844909965992
1715793289.1010914,6552,0.03058161586523056
1715793290.5099735,6564,0.014879127964377403
1715793290.8604717,6567,0.02817930281162262
1715793294.588168,6599,0.010198772884905338
1715793303.2137015,6673,0.023064661771059036
1715793306.0258825,6697,0.021757595241069794
1715793308.9402676,6722,0.022504476830363274
1715793309.1734238,6724,0.039349623024463654
1715793318.2720566,6802,0.025663452222943306
1715793322.9377267,6842,0.026586387306451797
1715793325.7421293,6866,0.03437243774533272
1715793331.5664127,6916,0.012247792445123196
1715793331.9231033,6919,0.034785352647304535
1715793336.5851605,6959,0.03408321738243103
1715793338.455423,6975,0.015607180073857307
1715793342.764637,7012,0.051468223333358765
1715793347.671909,7054,0.06918584555387497
1715793354.209868,7110,0.03308320418000221
1715793355.375208,7120,0.026320233941078186
1715793360.5157168,7164,0.04437195137143135
1715793363.0801284,7186,0.014407380484044552
1715793366.4663873,7215,0.013642463833093643
1715793370.8950195,7253,0.029824960976839066
1715793377.319352,7308,0.03187842667102814
1715793386.3149052,7385,0.046102557331323624
