,file_path,noise_level
0,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_219.wav,-31.145237
1,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0346.wav,-49.920723
2,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_678.wav,-23.878395
3,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0397.wav,-54.079487
4,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0430.wav,-41.73191
5,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_056.wav,-43.835396
6,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0109.wav,-62.80498
7,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0568.wav,-21.660837
8,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_390.wav,-26.306473
9,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_845.wav,-46.1557
10,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_437.wav,-5.0460253
11,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_341.wav,-64.77283
12,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_894.wav,-52.30477
13,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_720.wav,-36.035328
14,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_087.wav,-6.5773687
15,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_265.wav,-50.029305
16,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_604.wav,-48.48245
17,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_172.wav,-50.957413
18,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_513.wav,-66.59959
19,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_961.wav,-55.621075
20,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0175.wav,-21.387804
21,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0514.wav,-55.17844
22,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_06.wav,-65.675995
23,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_839.wav,-54.94717
24,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0262.wav,-54.952377
25,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_262.wav,-54.639885
26,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_603.wav,-15.66444
27,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_175.wav,-21.540024
28,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_966.wav,-36.87171
29,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_514.wav,-55.179764
30,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0172.wav,-50.98555
31,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0513.wav,-66.67858
32,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_01.wav,-53.585964
33,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0265.wav,-49.31064
34,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0341.wav,-64.82123
35,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_109.wav,-62.813004
36,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_568.wav,-21.444658
37,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0437.wav,-5.170974
38,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0390.wav,-26.245552
39,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_051.wav,-6.647418
40,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_430.wav,-41.82264
41,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_842.wav,-12.990753
42,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_397.wav,-54.487846
43,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0219.wav,-31.136019
44,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_893.wav,-32.227737
45,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_346.wav,-50.01882
46,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_080.wav,-64.34796
47,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_727.wav,-58.470062
48,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0333.wav,-55.163197
49,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0494.wav,-33.16951
50,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0445.wav,-12.258108
51,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_968.wav,-8.953041
52,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_784.wav,-57.593925
53,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_023.wav,-39.762455
54,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_442.wav,-47.598537
55,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_830.wav,-30.961895
56,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_334.wav,-41.947067
57,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_493.wav,-6.7951455
58,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_755.wav,-13.277531
59,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_210.wav,-20.157915
60,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_671.wav,-12.046272
61,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_107.wav,-44.236248
62,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0439.wav,-59.82563
63,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_914.wav,-44.471046
64,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_566.wav,-39.46602
65,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0100.wav,-45.337395
66,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_73.wav,-33.63388
67,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0561.wav,-17.24781
68,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_399.wav,-59.57758
69,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_348.wav,-10.306601
70,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0217.wav,-30.134892
71,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_729.wav,-59.559635
72,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0348.wav,-10.581426
73,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_217.wav,-30.154522
74,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_676.wav,-25.20244
75,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_100.wav,-45.40939
76,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_561.wav,-17.241116
77,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_913.wav,-51.77131
78,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0399.wav,-59.41638
79,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0107.wav,-44.31882
80,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_058.wav,-7.283612
81,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_439.wav,-59.67009
82,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_74.wav,-37.370922
83,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0566.wav,-39.49415
84,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0210.wav,-20.130394
85,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_089.wav,-19.87529
86,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0493.wav,-6.920135
87,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0334.wav,-42.038677
88,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0442.wav,-47.568497
89,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_024.wav,-55.460304
90,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_783.wav,-60.85853
91,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_837.wav,-37.079056
92,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_445.wav,-12.138865
93,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_08.wav,-26.402847
94,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_494.wav,-33.039627
95,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_333.wav,-55.22455
96,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_752.wav,-55.74877
97,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_554.wav,-60.59744
98,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_926.wav,-52.866093
99,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_135.wav,-19.883013
100,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_692.wav,-29.33144
101,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_643.wav,-55.980717
102,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_585.wav,-57.94692
103,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_222.wav,-23.24046
104,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_1004.wav,-31.023003
105,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_90.wav,-61.74063
106,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0225.wav,-60.611183
107,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0553.wav,-57.26568
108,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_41.wav,-54.754772
109,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0132.wav,-43.278362
110,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_528.wav,-27.050488
