,file_path,noise_level
111,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0477.wav,-12.396069
112,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_149.wav,-41.954838
113,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_198.wav,-29.96066
114,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0301.wav,-45.36347
115,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_767.wav,-47.167206
116,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0259.wav,-55.684517
117,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_306.wav,-35.20729
118,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_802.wav,-33.440186
119,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_470.wav,-65.58792
120,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0288.wav,-62.917984
121,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_011.wav,-23.499363
122,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0470.wav,-65.04188
123,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_288.wav,-62.886375
124,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_638.wav,-11.687921
125,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_259.wav,-55.850273
126,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0306.wav,-35.644447
127,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0198.wav,-29.958158
128,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_760.wav,-63.106613
129,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_301.wav,-45.299316
130,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0528.wav,-26.915806
131,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_477.wav,-12.399498
132,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_805.wav,-19.173101
133,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_016.wav,-9.604258
134,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0149.wav,-41.990643
135,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_921.wav,-50.726097
136,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_553.wav,-57.573322
137,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_695.wav,-59.577316
138,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_132.wav,-43.151127
139,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_644.wav,-39.952118
140,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_225.wav,-60.69643
141,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_582.wav,-62.317417
142,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_1003.wav,-35.5599
143,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0222.wav,-23.176697
144,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_97.wav,-6.42584
145,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0554.wav,-60.34336
146,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_46.wav,-52.076797
147,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_879.wav,-34.68158
148,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0135.wav,-19.895721
149,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_953.wav,-52.198177
150,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_521.wav,-17.689358
151,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_286.wav,-25.743595
152,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_140.wav,-29.774305
153,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_191.wav,-24.81433
154,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_636.wav,-54.299885
155,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0308.wav,-31.758804
156,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_982.wav,-30.584238
157,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_257.wav,-51.75245
158,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0196.wav,-58.077297
159,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0250.wav,-37.12354
160,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_479.wav,-50.98109
161,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_34.wav,-53.697105
162,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0526.wav,-14.699928
163,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0281.wav,-62.28452
164,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0147.wav,-18.291576
165,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_018.wav,-65.15631
166,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0402.wav,-37.73251
167,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0374.wav,-59.775253
168,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_712.wav,-56.403107
169,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_99.wav,-41.13472
170,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_373.wav,-58.64032
171,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_405.wav,-61.89978
172,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_877.wav,-53.94474
173,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_48.wav,-11.721414
174,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_064.wav,-29.575617
175,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0405.wav,-61.845108
176,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_928.wav,-15.206749
177,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0373.wav,-58.495693
178,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_715.wav,-62.412674
179,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_374.wav,-59.256134
180,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_870.wav,-64.8202
181,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_402.wav,-37.829147
182,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_063.wav,-66.69946
183,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0479.wav,-50.965736
184,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_281.wav,-62.314156
185,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_526.wav,-14.86606
186,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_954.wav,-29.693005
187,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_147.wav,-18.438675
188,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_631.wav,-17.597364
189,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_196.wav,-58.052765
190,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_250.wav,-36.516384
191,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_985.wav,-24.218674
192,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0191.wav,-25.081615
193,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_769.wav,-70.933525
194,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_308.wav,-31.856884
195,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0257.wav,-51.784378
196,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0286.wav,-25.960913
197,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_33.wav,-40.741444
198,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0521.wav,-17.725334
199,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0140.wav,-29.66899
200,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_413.wav,-38.78258
201,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_861.wav,-51.789833
202,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_072.wav,-26.65699
203,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_704.wav,-25.735668
204,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_365.wav,-63.477303
205,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0362.wav,-26.858025
206,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0414.wav,-18.780663
207,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_939.wav,-61.301773
208,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_22.wav,-50.631218
209,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0530.wav,-16.64084
210,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0297.wav,-35.790268
211,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0151.wav,-21.325674
212,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0180.wav,-59.72148
213,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_778.wav,-19.796154
214,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_319.wav,-39.074997
215,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0246.wav,-42.799545
216,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_187.wav,-33.00168
217,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_620.wav,-60.47554
218,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_994.wav,-21.662039
219,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_241.wav,-48.038734
220,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0468.wav,-10.346352
221,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_945.wav,-13.079393
222,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_537.wav,-35.1209
223,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_290.wav,-29.050978
224,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_156.wav,-23.082565
225,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_468.wav,-10.463026
226,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0290.wav,-29.077969
227,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_25.wav,-64.327896
228,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0537.wav,-35.177525
229,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0156.wav,-22.95838
230,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0187.wav,-32.928368
231,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0241.wav,-48.089874
232,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_627.wav,-47.75087
233,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_180.wav,-59.69812
234,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_0319.wav,-39.078156
235,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_246.wav,-42.837074
236,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_993.wav,-32.490517
237,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_297.wav,-35.85836
238,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_530.wav,-16.821522
239,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_942.wav,-27.04952
240,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_151.wav,-21.312145
241,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_866.wav,-15.32112
242,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_414.wav,-19.12647
243,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_59.wav,-46.1749
244,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_075.wav,-56.911224
245,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_703.wav,-35.784206
246,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_88.wav,-33.772224
247,../models/ssd_256_256/model_step_40000/samples/audio/sch_ddpm_nisteps_1000/audio_362.wav,-26.816574
