,wall_time,step,value,dataset,resolution,model_step,sampler,vae,fad_model,reference_dataset
261,1716551169.0822487,0,12.968303680419922,mc,"256,256",10000,ddpm,vae,vggish,musiccaps
262,1716551149.0685346,0,0.6789215803146362,mc,"256,256",10000,ddim,vae,clap-laion-audio,fma_pop
263,1716551155.916992,0,0.8357855677604675,mc,"256,256",10000,ddim,vae,clap-laion-music,fma_pop
264,1716551160.415795,0,10.711628913879395,mc,"256,256",10000,ddim,vae,vggish,fma_pop
265,1716551163.7401495,0,0.613753616809845,mc,"256,256",10000,ddim,vae,clap-laion-audio,musiccaps
266,1716551166.965975,0,0.7560510635375977,mc,"256,256",10000,ddim,vae,clap-laion-music,musiccaps
267,1716551169.9158764,0,13.283452987670898,mc,"256,256",10000,ddim,vae,vggish,musiccaps
268,1716552281.1190186,0,0.6587948799133301,mc,"256,256",20000,ddpm,vae,clap-laion-audio,fma_pop
269,1716552286.817044,0,0.8276729583740234,mc,"256,256",20000,ddpm,vae,clap-laion-music,fma_pop
270,1716552290.1882844,0,10.020891189575195,mc,"256,256",20000,ddpm,vae,vggish,fma_pop
271,1716552292.765784,0,0.5912978053092957,mc,"256,256",20000,ddpm,vae,clap-laion-audio,musiccaps
272,1716552295.3763783,0,0.730485737323761,mc,"256,256",20000,ddpm,vae,clap-laion-music,musiccaps
273,1716552297.6212838,0,12.723247528076172,mc,"256,256",20000,ddpm,vae,vggish,musiccaps
274,1716551533.917962,0,0.65885990858078,mc,"256,256",20000,ddim,vae,clap-laion-audio,fma_pop
275,1716551539.5733922,0,0.8163178563117981,mc,"256,256",20000,ddim,vae,clap-laion-music,fma_pop
276,1716551542.8672066,0,10.271350860595703,mc,"256,256",20000,ddim,vae,vggish,fma_pop
277,1716551545.5936441,0,0.5932931303977966,mc,"256,256",20000,ddim,vae,clap-laion-audio,musiccaps
278,1716551548.2746294,0,0.736510157585144,mc,"256,256",20000,ddim,vae,clap-laion-music,musiccaps
279,1716551550.47122,0,12.933396339416504,mc,"256,256",20000,ddim,vae,vggish,musiccaps
280,1716453639.0256336,0,0.6427258849143982,mc,"256,256",40000,ddpm,vae,clap-laion-audio,fma_pop
281,1716453737.8614297,0,0.806711733341217,mc,"256,256",40000,ddpm,vae,clap-laion-music,fma_pop
282,1716453777.9983075,0,9.801196098327637,mc,"256,256",40000,ddpm,vae,vggish,fma_pop
283,1716453781.5352924,0,0.5721986889839172,mc,"256,256",40000,ddpm,vae,clap-laion-audio,musiccaps
284,1716453785.4304988,0,0.7055292725563049,mc,"256,256",40000,ddpm,vae,clap-laion-music,musiccaps
285,1716453824.0908656,0,12.416224479675293,mc,"256,256",40000,ddpm,vae,vggish,musiccaps
286,1716453639.0842674,0,0.6465320587158203,mc,"256,256",40000,ddim,vae,clap-laion-audio,fma_pop
287,1716453738.596063,0,0.7953016757965088,mc,"256,256",40000,ddim,vae,clap-laion-music,fma_pop
288,1716453777.2736049,0,10.099150657653809,mc,"256,256",40000,ddim,vae,vggish,fma_pop
289,1716453781.5827324,0,0.5793561339378357,mc,"256,256",40000,ddim,vae,clap-laion-audio,musiccaps
290,1716453785.460571,0,0.7113404273986816,mc,"256,256",40000,ddim,vae,clap-laion-music,musiccaps
291,1716453824.1369197,0,12.794442176818848,mc,"256,256",40000,ddim,vae,vggish,musiccaps
