Wall time,Step,Value
1715826227.2571046,4,1.2238054275512695
1715826239.4312198,15,1.0718742609024048
1715826287.5413215,59,0.05950792878866196
1715826311.8586438,81,0.03759448230266571
1715826327.3368573,95,0.04847859591245651
1715826566.4498646,127,0.017057202756404877
1715826597.9343443,156,0.01222601905465126
1715826659.3034506,212,0.007738927844911814
1715826685.8453183,236,0.013049401342868805
1715826762.1103497,306,0.012293130159378052
1715826794.1861176,335,0.011997969821095467
1715826821.2696326,360,0.01494370773434639
1715826823.4822404,362,0.03881092369556427
1715826867.1573443,402,0.005694267340004444
1715826901.4437802,433,0.004015435464680195
1715826958.3875153,485,0.010317151434719563
1715826962.8017788,489,0.012971659190952778
1715827187.560778,508,0.01621082052588463
1715827188.6666505,509,0.008925281465053558
1715827206.3675103,525,0.011389832012355328
1715827214.1131103,532,0.0062871286645531654
1715827215.2213862,533,0.016511928290128708
1715827254.4723082,569,0.03163929283618927
1715827264.4302237,578,0.005621455609798431
1715827287.087517,599,0.009554026648402214
1715827313.6488156,623,0.004869213327765465
1715827384.3800824,688,0.003339005634188652
1715827400.9759762,703,0.01289323903620243
1715827475.7500193,771,0.003633325919508934
1715827550.9129999,840,0.003034651279449463
1715827580.7853248,867,0.006686370354145765
1715827620.0269957,903,0.0030848325695842505
1715827659.2586968,939,0.008432496339082718
1715827671.4414492,950,0.0015800161054357886
1715827693.5653732,970,0.007125742733478546
1715827700.201026,976,0.016857385635375977
1715827721.7372112,996,0.005437146872282028
1715827950.6610534,1018,0.0035469932481646538
1715827992.1098936,1056,0.003350832499563694
1715828043.5206134,1103,0.0016477900790050626
1715828069.4737756,1127,0.005245036445558071
1715828071.7062876,1129,0.0034320997074246407
1715828073.919919,1131,0.005682121030986309
1715828083.8805802,1140,0.0012071315431967378
1715828090.5179937,1146,0.0122368223965168
1715828103.7945418,1158,0.006204753648489714
1715828122.597743,1175,0.00427153380587697
1715828151.8878975,1202,0.008709876798093319
1715828162.9481397,1212,0.0020761198829859495
1715828176.2172995,1224,0.003432977246120572
1715828188.9168234,1236,0.006486811209470034
1715828260.244401,1301,0.0023836293257772923
1715828265.7740731,1306,0.0013492708094418049
1715828318.293675,1354,0.005845998413860798
1715828343.1556656,1377,0.009504836052656174
1715828353.113492,1386,0.033343605697155
1715828366.3876884,1398,0.015840832144021988
1715828378.5601223,1409,0.0025245239958167076
1715828388.529154,1418,0.006361557170748711
1715828393.4778395,1423,0.001276919967494905
1715828403.4366388,1432,0.001751541974954307
1715828460.3664513,1484,0.005885821767151356
1715828504.029204,1524,0.005985674448311329
1715828538.305031,1555,0.0107725840061903
1715828601.8990455,1613,0.0031503397040069103
1715828614.7207122,1625,0.005247952416539192
1715828631.3183138,1640,0.0025693720672279596
1715828660.6065278,1667,0.0028164302930235863
1715828674.9898694,1680,0.0022334675304591656
1715828694.896678,1698,0.001598913106136024
1715828714.226312,1716,0.006020881235599518
1715828730.817182,1731,0.006816213950514793
1715828763.9874783,1761,0.008925341069698334
1715828815.384717,1808,0.01622745208442211
1715828867.9185185,1856,0.003944362048059702
1715828925.9865751,1909,0.002415336901322007
1715829037.0651305,2011,0.005038268398493528
1715829089.5759037,2059,0.0030487603507936
1715829140.4631886,2105,0.0034832595847547054
1715829246.6045215,2202,0.010161125101149082
1715829299.121393,2250,0.008723266422748566
1715829332.8387504,2281,0.0019377234857529402
1715829339.4764948,2287,0.003077760338783264
1715829377.6174934,2322,0.0034170483704656363
1715829383.1497915,2327,0.004384658299386501
1715829393.1064253,2336,0.013222968205809593
1715829423.4923549,2364,0.004047062247991562
1715829426.8091962,2367,0.007094726897776127
1715829429.0201247,2369,0.0036161658354103565
1715829430.1262913,2370,0.0036653506103903055
1715829454.4739125,2392,0.003164634807035327
1715829470.4847827,2407,0.0053923530504107475
1715829477.1230175,2413,0.0075804428197443485
1715829503.6815524,2437,0.0016048515681177378
1715829853.4950287,2570,0.003129266668111086
1715829871.2063046,2586,0.007988249883055687
1715829887.221889,2601,0.01768474653363228
1715829890.5367222,2604,0.0037001667078584433
1715829980.6869404,2686,0.016201267018914223
1715829990.0463736,2695,0.012023422867059708
1715830001.1274831,2705,0.01057621743530035
1715830003.339305,2707,0.0025152680464088917
1715830006.6582115,2710,0.007201103959232569
1715830008.8710392,2712,0.004934991244226694
1715830043.159362,2743,0.001647262484766543
